t=   161s alt= 70229.2m v= 486.06 vUp= 486.06 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   162s alt= 70715.3m v= 486.04 vUp= 486.04 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   163s alt= 71201.3m v= 486.01 vUp= 486.01 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   164s alt= 71687.3m v= 485.98 vUp= 485.98 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   165s alt= 72173.3m v= 485.96 vUp= 485.96 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   166s alt= 72659.2m v= 485.94 vUp= 485.94 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   167s alt= 73145.1m v= 485.91 vUp= 485.91 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   168s alt=   73631m v= 485.89 vUp= 485.89 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   169s alt= 74116.9m v= 485.86 vUp= 485.86 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   170s alt= 74602.8m v= 485.84 vUp= 485.84 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   171s alt= 75088.6m v= 485.82 vUp= 485.82 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   172s alt= 75574.4m v= 485.79 vUp= 485.79 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   173s alt= 76060.2m v= 485.77 vUp= 485.77 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   174s alt= 76545.9m v= 485.75 vUp= 485.75 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   175s alt= 77031.7m v= 485.73 vUp= 485.73 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   176s alt= 77517.4m v=  485.7 vUp=  485.7 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   177s alt= 78003.1m v= 485.68 vUp= 485.68 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   178s alt= 78488.7m v= 485.66 vUp= 485.66 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
